"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-3247509","Chromatin modifying enzymes","114/2399","274/10654",6.90531301167586e-13,3.0628404487272e-11,2.4713751831261e-11,"HCFC1/H2BC10/EHMT2/ARID1A/SAP130/MTA1/SMARCC1/H2BC17/SMARCD1/RUVBL1/H3C8/SETD6/WDR77/H2AX/KMT2D/H2AC16/H2AZ2/EP300/UTY/PRMT7/RUVBL2/SUV39H2/KDM5A/JADE2/H2AC8/KDM1A/CHD4/H2AW/H2BC12/H2BC9/H3C10/H4C9/KDM4A/H4C13/EZH2/EHMT1/H2BC15/H2AC21/H3C11/SUV39H1/TAF12/SUDS3/NSD2/JADE1/DOT1L/PRMT5/H2BC14/H3C1/H2AC20/TADA1/KDM2B/YEATS4/H3C7/HDAC2/ARID4A/KDM6A/NSD1/H4C15/H4C14/H3C2/KMT2A/CDK4/GATAD2A/KANSL1/SMARCA4/H4C5/H4C2/H3C12/HDAC3/H2AC12/H2BC11/H2AC4/H2BC6/H2BC8/JADE3/H4C1/RELA/H2AC11/H2BC7/H4C4/KDM3B/PRMT1/YEATS2/KDM5D/KDM5B/H2AC15/H2AC17/WDR5/DPY30/H4C3/PHF8/PRMT6/ATF7IP/SETDB1/H2BC13/RBBP4/H2BC5/MTA3/H2AZ1/ARID2/KAT7/H2AC14/H2AC6/H4C6/BRWD1/H2BU1/ARID4B/CLOCK/H2BC4/AEBP2/SUZ12/H2AC13/KDM3A/HAT1",114
"R-HSA-4839726","Chromatin organization","114/2399","274/10654",6.90531301167586e-13,3.0628404487272e-11,2.4713751831261e-11,"HCFC1/H2BC10/EHMT2/ARID1A/SAP130/MTA1/SMARCC1/H2BC17/SMARCD1/RUVBL1/H3C8/SETD6/WDR77/H2AX/KMT2D/H2AC16/H2AZ2/EP300/UTY/PRMT7/RUVBL2/SUV39H2/KDM5A/JADE2/H2AC8/KDM1A/CHD4/H2AW/H2BC12/H2BC9/H3C10/H4C9/KDM4A/H4C13/EZH2/EHMT1/H2BC15/H2AC21/H3C11/SUV39H1/TAF12/SUDS3/NSD2/JADE1/DOT1L/PRMT5/H2BC14/H3C1/H2AC20/TADA1/KDM2B/YEATS4/H3C7/HDAC2/ARID4A/KDM6A/NSD1/H4C15/H4C14/H3C2/KMT2A/CDK4/GATAD2A/KANSL1/SMARCA4/H4C5/H4C2/H3C12/HDAC3/H2AC12/H2BC11/H2AC4/H2BC6/H2BC8/JADE3/H4C1/RELA/H2AC11/H2BC7/H4C4/KDM3B/PRMT1/YEATS2/KDM5D/KDM5B/H2AC15/H2AC17/WDR5/DPY30/H4C3/PHF8/PRMT6/ATF7IP/SETDB1/H2BC13/RBBP4/H2BC5/MTA3/H2AZ1/ARID2/KAT7/H2AC14/H2AC6/H4C6/BRWD1/H2BU1/ARID4B/CLOCK/H2BC4/AEBP2/SUZ12/H2AC13/KDM3A/HAT1",114
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression","59/2399","110/10654",1.00216676448676e-12,4.30618531615404e-11,3.47461766371396e-11,"DNMT3B/H2BC10/SAP130/H2BC17/BAZ2A/H3C8/H2AX/GTF2H3/POLR2H/DNMT1/H2AZ2/H2AC8/POLR1A/H2BC12/H2BC9/H3C10/H4C9/SIN3A/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/SUV39H1/SUDS3/H2BC14/H3C1/H2AC20/H3C7/HDAC2/H4C15/H4C14/H3C2/SIRT1/SMARCA5/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/CDK7/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/ARID4B/H2BC4",59
"R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","42/2399","67/10654",1.79995752658167e-12,7.49982302742363e-11,6.05153184375465e-11,"H2BC10/AR/H2BC17/H3C8/H2AX/H2AZ2/H2AC8/KDM1A/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",42
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression","57/2399","106/10654",2.11142530431105e-12,8.53885233361087e-11,6.88991415090974e-11,"H2BC10/EHMT2/MTA1/H2BC17/MYBBP1A/H3C8/H2AX/POLR2H/H2AZ2/EP300/DDX21/H2AC8/CHD4/POLR1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/H2BC14/H3C1/H2AC20/H3C7/HDAC2/H4C15/H4C14/H3C2/SMARCA5/GATAD2A/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/H4C3/H2BC13/RBBP4/H2BC5/MTA3/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",57
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","47/2399","80/10654",2.5919005190082e-12,1.01824663246751e-10,8.21612976551771e-11,"HMGA1/H2BC10/H2BC17/TP53/H2AX/CCNA2/CCNE1/H2AZ2/TERF1/LMNB1/H2AC8/ATM/H2BC12/H2BC9/H4C9/H1-5/H4C13/H2BC15/CABIN1/H2BC14/H2AC20/H4C15/H4C14/CCNA1/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H1-3/H2BC8/H4C1/H1-1/H2BC7/H4C4/HMGA2/H1-4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/CCNE2/H2BC4",47
"R-HSA-73728","RNA Polymerase I Promoter Opening","40/2399","63/10654",3.34994239261461e-12,1.27949188606808e-10,1.03240914672977e-10,"H2BC10/H2BC17/H3C8/H2AX/H2AZ2/H2AC8/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",40
"R-HSA-427413","NoRC negatively regulates rRNA expression","57/2399","107/10654",3.53773378336236e-12,1.31469836543872e-10,1.06081690118462e-10,"DNMT3B/H2BC10/SAP130/H2BC17/BAZ2A/H3C8/H2AX/GTF2H3/POLR2H/DNMT1/H2AZ2/H2AC8/POLR1A/H2BC12/H2BC9/H3C10/H4C9/SIN3A/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/SUDS3/H2BC14/H3C1/H2AC20/H3C7/HDAC2/H4C15/H4C14/H3C2/SMARCA5/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/CDK7/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/ARID4B/H2BC4",57
"R-HSA-68877","Mitotic Prometaphase","88/2399","200/10654",8.3374201256475e-12,3.01682965072771e-10,2.43424953252977e-10,"CDCA5/TUBB4A/CEP72/HAUS4/AURKB/CENPP/INCENP/SPC25/CCNB1/NCAPH/PLK1/TUBB2B/NINL/ZWINT/NCAPG/ALMS1/CDC20/CENPI/CENPA/BIRC5/TUBB/PRKAR2B/CENPU/RCC2/NEK2/CENPK/HAUS8/CENPJ/PPP1CC/RANGAP1/SMC1A/CENPO/CEP78/NCAPD2/TUBB2A/BUB1/ERCC6L/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/TUBG1/KIF2A/NUF2/CEP135/NUDC/SMC3/NUP107/PLK4/CCNB2/XPO1/AKAP9/KIF2C/KNTC1/FGFR1OP/HAUS6/ITGB3BP/MIS12/CEP152/CLASP2/CDK1/NUP43/TUBGCP4/SGO2/PPP2R1B/STAG1/NUP37/SPC24/NDC80/CEP290/SMC2/DSN1/CDCA8/CENPN/CENPE/CENPQ/HAUS1/YWHAG/SMC4/CENPH/NUP133/CEP76/PCM1",88
"R-HSA-176187","Activation of ATR in response to replication stress","28/2399","37/10654",9.22095944151721e-12,3.2509792902785e-10,2.62318252398357e-10,"ORC1/CDC25A/MCM2/MCM7/MCM5/CDC45/MCM3/CDC6/RPA1/MCM10/RFC3/RFC5/MCM4/ORC2/CDC7/CHEK1/ORC6/CDC25C/RFC2/MCM8/CLSPN/MCM6/RPA2/RFC4/ATR/ORC4/DBF4/ORC3",28
"R-HSA-69242","S Phase","75/2399","161/10654",1.01207727841005e-11,3.47236141352176e-10,2.80181353481488e-10,"ORC1/CDC25A/MCM2/CDT1/CDCA5/POLA2/MCM7/SKP1/MCM5/CDC45/MCM3/CDC6/E2F5/RPA1/POLE/CCNA2/CCNE1/UBE2C/GINS4/GINS1/POLA1/LIG1/PRIM1/PSME3/DNA2/RFC3/CKS1B/RFC5/PSMD11/MCM4/FEN1/PSMD5/RBX1/ORC2/ORC6/RFC2/TFDP2/POLD1/SMC1A/POLD3/PCNA/RBL2/CDC27/MCM8/ANAPC7/MCM6/CDK4/CCNA1/SKP2/GINS2/PSME2/PSMC2/RPA2/SMC3/RFC4/PSMB1/CDC26/POLE2/CDK7/ESCO2/LIN9/PSMA3/PSMA5/ORC4/STAG1/GINS3/RBBP4/ORC3/PSMD7/PSMD10/ESCO1/CCNE2/PSMC6/ANAPC1/PSMA6",75
"R-HSA-68962","Activation of the pre-replicative complex","26/2399","33/10654",1.03539503966831e-11,3.47236141352176e-10,2.80181353481488e-10,"ORC1/MCM2/CDT1/POLA2/MCM7/MCM5/CDC45/MCM3/CDC6/RPA1/POLE/POLA1/PRIM1/MCM10/MCM4/ORC2/CDC7/ORC6/MCM8/MCM6/GMNN/RPA2/POLE2/ORC4/DBF4/ORC3",26
"R-HSA-195258","RHO GTPase Effectors","127/2399","327/10654",1.11739797320229e-11,3.65814812655512e-10,2.95172296680505e-10,"CYFIP2/H2BC10/PRKCZ/AR/H2BC17/IQGAP2/NCK1/RTKN/PAK3/H3C8/TUBB4A/H2AX/BRK1/ITGB1/AURKB/CDH1/CENPP/INCENP/H2AZ2/SPC25/PLK1/WIPF3/TUBB2B/ZWINT/CDC20/CALM2/H2AC8/KDM1A/CENPI/CENPA/BIRC5/H2BC12/H2BC9/ABI2/H3C10/H4C9/MYL12B/PAK1/CENPU/H4C13/RCC2/CDC25C/H2BC15/PRKCB/H3-3B/H3C11/CENPK/PPP1CC/RANGAP1/KIF14/CENPO/H2BC14/H3C1/TUBB2A/H2AC20/BUB1/ERCC6L/SCAI/H3C7/KIF5A/MAD2L1/NUP160/NUP85/CENPF/KNL1/H4C15/H4C14/H3C2/ZWILCH/PRC1/H4C5/H4C2/H3C12/YWHAZ/SKA1/SGO1/NSL1/H2BC11/H2AC4/KIF2A/H2BC6/H2BC8/H4C1/NUF2/RHPN2/H2BC7/GOPC/H4C4/NUDC/NUP107/XPO1/FLNA/KIF2C/KNTC1/ROCK1/CIT/H4C3/ITGB3BP/MIS12/CLASP2/NUP43/SGO2/PPP2R1B/H2BC13/NUP37/H2BC5/KTN1/SPC24/IQGAP3/NDC80/H2AZ1/DSN1/CDCA8/H2AC14/CENPN/CENPE/H2AC6/RAC1/H4C6/H2BU1/CENPQ/H2BC4/CFTR/YWHAG/CENPH/NUP133/PIK3R4",127
"R-HSA-1912408","Pre-NOTCH Transcription and Translation","51/2399","93/10654",1.14650852214339e-11,3.66616097197014e-10,2.95818845125859e-10,"H2BC10/AGO2/H2BC17/TP53/H3C8/H2AX/RBPJ/H2AZ2/EP300/TNRC6C/H2AC8/H2BC12/H2BC9/H3C10/H4C9/E2F3/H4C13/H2BC15/TFDP2/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/NOTCH1/H4C3/PRKCI/H2BC13/H2BC5/ELF3/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",51
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression","50/2399","91/10654",1.65743968172492e-11,5.17949900539039e-10,4.17928570463653e-10,"H2BC10/H2BC17/MYBBP1A/H3C8/H2AX/POLR2H/H2AZ2/EP300/DDX21/H2AC8/POLR1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/SMARCA5/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",50
"R-HSA-69239","Synthesis of DNA","60/2399","119/10654",2.04317598506705e-11,6.24303773214932e-10,5.03744441698402e-10,"ORC1/MCM2/CDT1/POLA2/MCM7/SKP1/MCM5/CDC45/MCM3/CDC6/RPA1/POLE/CCNA2/CCNE1/UBE2C/GINS4/GINS1/POLA1/LIG1/PRIM1/PSME3/DNA2/RFC3/RFC5/PSMD11/MCM4/FEN1/PSMD5/RBX1/ORC2/ORC6/RFC2/POLD1/POLD3/PCNA/CDC27/MCM8/ANAPC7/MCM6/CCNA1/SKP2/GINS2/PSME2/PSMC2/RPA2/RFC4/PSMB1/CDC26/POLE2/PSMA3/PSMA5/ORC4/GINS3/ORC3/PSMD7/PSMD10/CCNE2/PSMC6/ANAPC1/PSMA6",60
"R-HSA-3214858","RMTs methylate histone arginines","45/2399","79/10654",3.29349687945764e-11,9.84469175924838e-10,7.94358286258204e-10,"ARID1A/SMARCC1/SMARCD1/H3C8/WDR77/H2AX/H2AC16/H2AZ2/PRMT7/H2AC8/H2AW/H3C10/H4C9/H4C13/H2AC21/H3C11/PRMT5/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/CDK4/SMARCA4/H4C5/H4C2/H3C12/H2AC12/H2AC4/H4C1/H2AC11/H4C4/PRMT1/H2AC15/H2AC17/WDR5/H4C3/PRMT6/H2AZ1/ARID2/H2AC14/H2AC6/H4C6/H2AC13",45
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","41/2399","69/10654",3.91778410266808e-11,1.14616024280183e-09,9.24825183474168e-10,"H2BC10/H2BC17/PIAS4/MDC1/PAXIP1/H2AX/RNF168/ATM/TDP1/H2BC12/H2BC9/H4C9/H4C13/H2BC15/NSD2/H2BC14/RIF1/H4C15/H4C14/BARD1/H4C5/H4C2/H2BC11/H2BC6/H2BC8/H4C1/H2BC7/XRCC5/H4C4/BRCA1/LIG4/H4C3/PRKDC/XRCC6/H2BC13/H2BC5/SUMO1/H4C6/H2BU1/H2BC4/BRCC3",41
"R-HSA-9018519","Estrogen-dependent gene expression","70/2399","150/10654",4.48124892422822e-11,1.28369109808621e-09,1.03579744871415e-09,"CXCL12/H2BC10/POU2F1/AGO2/H2BC17/H3C8/H2AX/POLR2H/KPNA2/H2AZ2/EP300/TNRC6C/USF1/GREB1/H2AC8/KDM1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/H3C11/FKBP4/SMC1A/H2BC14/H3C1/FOS/H2AC20/HSP90AB1/MYB/H3C7/NRIP1/H4C15/H4C14/H3C2/FOSB/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/SMC3/PRMT1/POLR2K/H4C3/STAG1/NR5A2/POLR2D/H2BC13/H2BC5/POLR2B/H2AZ1/H2AC14/H2AC6/H4C6/GTF2F2/H2BU1/H2BC4/CHD1/PTGES3/CCNT1",70
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","49/2399","91/10654",6.98863027810181e-11,1.9610952311e-09,1.58238803718997e-09,"H2BC10/H2BC17/RUVBL1/H3C8/H2AX/KMT2D/AXIN2/H2AZ2/EP300/H2AC8/TCF7L1/H2BC12/H2BC9/H3C10/H4C9/TLE1/BCL9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/SMARCA4/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/CDC73/H2BC4",49
"R-HSA-69206","G1/S Transition","63/2399","131/10654",8.64835423273816e-11,2.37829741400299e-09,1.91902428659074e-09,"ORC1/CDC25A/MCM2/CDT1/POLA2/MCM7/SKP1/MCM5/CDC45/MCM3/CDC6/E2F5/RPA1/POLE/CCNA2/CCNE1/POLA1/PRIM1/CCNB1/MCM10/PSME3/CKS1B/PSMD11/MCM4/PSMD5/ORC2/CDC7/ORC6/TFDP2/PCNA/RBL2/MCM8/FBXO5/MCM6/CDK4/CCNA1/GMNN/DHFR/SKP2/PSME2/RRM2/TYMS/PSMC2/RPA2/E2F6/PSMB1/POLE2/CDK7/LIN9/CDK1/PSMA3/PSMA5/RBL1/ORC4/PPP2R1B/DBF4/RBBP4/ORC3/PSMD7/PSMD10/CCNE2/PSMC6/PSMA6",63
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","51/2399","97/10654",9.15871739628436e-11,2.46926204311588e-09,1.99242273182326e-09,"H2BC10/H2BC17/H3C8/H2AX/KMT2D/H2AZ2/EP300/PRKCQ/TNRC6C/H2AC8/H2BC12/H2BC9/H3C10/H4C9/SIN3A/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/KMT2A/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/PRMT1/WDR5/DPY30/H4C3/PRMT6/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",51
"R-HSA-453279","Mitotic G1-G1/S phases","69/2399","149/10654",9.49195001461438e-11,2.50989062886438e-09,2.02520552943392e-09,"CCND2/ORC1/MYBL2/CDC25A/MCM2/CDT1/POLA2/MCM7/SKP1/MCM5/CDC45/MCM3/CDC6/E2F5/RPA1/POLE/CCNA2/CCNE1/POLA1/PRIM1/CCNB1/MCM10/PSME3/CKS1B/PSMD11/MCM4/E2F2/PSMD5/ORC2/CDC7/LYN/E2F3/ORC6/TFDP2/TOP2A/PCNA/RBL2/MCM8/FBXO5/MCM6/CDK4/CCNA1/GMNN/DHFR/SKP2/PSME2/RRM2/TYMS/PSMC2/RPA2/E2F6/PSMB1/POLE2/CDK7/LIN9/CDK1/PSMA3/PSMA5/RBL1/ORC4/PPP2R1B/DBF4/RBBP4/ORC3/PSMD7/PSMD10/CCNE2/PSMC6/PSMA6",69
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","35/2399","56/10654",1.45426769396392e-10,3.63566923490981e-09,2.93358497500091e-09,"H2BC10/MUTYH/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-110331","Cleavage of the damaged purine","35/2399","56/10654",1.45426769396392e-10,3.63566923490981e-09,2.93358497500091e-09,"H2BC10/MUTYH/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-73927","Depurination","35/2399","56/10654",1.45426769396392e-10,3.63566923490981e-09,2.93358497500091e-09,"H2BC10/MUTYH/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-2990846","SUMOylation","81/2399","188/10654",2.01301677031996e-10,4.94267510569634e-09,3.98819487954369e-09,"DNMT3B/THRB/PHC1/MTA1/NDC1/AR/PIAS4/BLM/CBX2/MDC1/TP53/AURKB/RPA1/DNMT1/INCENP/EP300/NUP188/NUP155/RNF168/BIRC5/NUP50/PARP1/H4C9/TRIM28/NUP210/SIN3A/H4C13/NUP88/NUP205/NUP35/NUP153/NUP93/RANGAP1/SMC1A/TOP2A/PCNA/NSMCE4A/NSMCE2/NRIP1/HDAC2/NUP160/NUP85/H4C15/H4C14/H4C5/H4C2/SAE1/H4C1/RELA/H4C4/SMC3/NUP107/TOP1/UBA2/BRCA1/NUP54/SAFB/ZNF350/H4C3/NUP43/STAG1/NR5A2/UHRF2/CBX5/AURKA/NUP42/NUP37/NPM1/CDCA8/SUMO1/H4C6/NOP58/SMC6/CASP8AP2/TOPORS/NR2C1/SUZ12/WRN/NUP133/TOP2B/PIAS2",81
"R-HSA-73854","RNA Polymerase I Promoter Clearance","55/2399","110/10654",2.11413972903364e-10,5.00371484468395e-09,4.03744723161484e-09,"H2BC10/EHMT2/MTA1/H2BC17/H3C8/H2AX/GTF2H3/POLR2H/H2AZ2/H2AC8/CHD4/POLR1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/H2BC14/H3C1/H2AC20/H3C7/HDAC2/H4C15/H4C14/H3C2/GATAD2A/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/CDK7/H4C3/H2BC13/RBBP4/H2BC5/MTA3/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",55
"R-HSA-141424","Amplification of signal from the kinetochores","50/2399","96/10654",2.17856375646341e-10,5.00371484468395e-09,4.03744723161484e-09,"AURKB/CENPP/INCENP/SPC25/PLK1/ZWINT/CDC20/CENPI/CENPA/BIRC5/CENPU/RCC2/CENPK/PPP1CC/RANGAP1/CENPO/BUB1/ERCC6L/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/NUF2/NUDC/NUP107/XPO1/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/SGO2/PPP2R1B/NUP37/SPC24/NDC80/DSN1/CDCA8/CENPN/CENPE/CENPQ/CENPH/NUP133",50
"R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","50/2399","96/10654",2.17856375646341e-10,5.00371484468395e-09,4.03744723161484e-09,"AURKB/CENPP/INCENP/SPC25/PLK1/ZWINT/CDC20/CENPI/CENPA/BIRC5/CENPU/RCC2/CENPK/PPP1CC/RANGAP1/CENPO/BUB1/ERCC6L/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/NUF2/NUDC/NUP107/XPO1/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/SGO2/PPP2R1B/NUP37/SPC24/NDC80/DSN1/CDCA8/CENPN/CENPE/CENPQ/CENPH/NUP133",50
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","79/2399","182/10654",2.183439204953e-10,5.00371484468395e-09,4.03744723161484e-09,"DNMT3B/THRB/PHC1/MTA1/NDC1/AR/PIAS4/BLM/CBX2/MDC1/TP53/AURKB/RPA1/DNMT1/INCENP/EP300/NUP188/NUP155/RNF168/BIRC5/NUP50/PARP1/H4C9/TRIM28/NUP210/SIN3A/H4C13/NUP88/NUP205/NUP35/NUP153/NUP93/RANGAP1/SMC1A/TOP2A/PCNA/NSMCE4A/NSMCE2/NRIP1/HDAC2/NUP160/NUP85/H4C15/H4C14/H4C5/H4C2/H4C1/RELA/H4C4/SMC3/NUP107/TOP1/BRCA1/NUP54/SAFB/ZNF350/H4C3/NUP43/STAG1/NR5A2/UHRF2/CBX5/AURKA/NUP42/NUP37/NPM1/CDCA8/SUMO1/H4C6/NOP58/SMC6/CASP8AP2/TOPORS/NR2C1/SUZ12/WRN/NUP133/TOP2B/PIAS2",79
"R-HSA-2559583","Cellular Senescence","83/2399","195/10654",2.510332894948e-10,5.65853726320245e-09,4.56581686156202e-09,"HMGA1/RPS6KA3/H2BC10/EHMT2/PHC1/RPS6KA1/H2BC17/CBX2/TP53/H3C8/H2AX/MAPKAPK5/CCNA2/CCNE1/UBE2C/H2AZ2/TERF1/LMNB1/TNRC6C/TNIK/H2AC8/ATM/E2F2/H2BC12/H2BC9/H3C10/H4C9/E2F3/H1-5/H4C13/EZH2/EHMT1/H2BC15/TFDP2/H3-3B/H3C11/CABIN1/CDC27/H2BC14/H3C1/FOS/H2AC20/ANAPC7/H3C7/TXN/H4C15/H4C14/H3C2/MAP2K6/CDK4/CCNA1/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H1-3/H2BC8/H4C1/RELA/TNRC6A/H1-1/H2BC7/H4C4/HMGA2/H1-4/CDC26/H4C3/H2BC13/RBBP4/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/CCNE2/H2BC4/MAPK10/ANAPC1/ID1/SUZ12",83
"R-HSA-171306","Packaging Of Telomere Ends","33/2399","52/10654",2.72094113936198e-10,6.03434526874633e-09,4.86905256517407e-09,"H2BC10/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",33
"R-HSA-73772","RNA Polymerase I Promoter Escape","48/2399","91/10654",2.82113494578086e-10,6.15723896896616e-09,4.96821425706437e-09,"H2BC10/H2BC17/H3C8/H2AX/GTF2H3/POLR2H/H2AZ2/H2AC8/POLR1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/CDK7/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",48
"R-HSA-4615885","SUMOylation of DNA replication proteins","30/2399","45/10654",2.95839547469711e-10,6.35592777766957e-09,5.12853426041243e-09,"NDC1/PIAS4/AURKB/INCENP/NUP188/NUP155/BIRC5/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/RANGAP1/TOP2A/PCNA/NUP160/NUP85/NUP107/TOP1/NUP54/NUP43/AURKA/NUP42/NUP37/CDCA8/SUMO1/NUP133/TOP2B",30
