"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69206","G1/S Transition","53/1870","131/10654",4.83506434817564e-10,1.76153155171372e-08,1.33978738979319e-08,"SKP1/PSMD5/CDT1/PSMA3/AKT1/PSMD7/POLA2/PSME3/MCM2/TFDP2/RPA1/MCM5/PSMB1/PSMA2/PSME2/PSMC2/CDK7/RBBP4/RPA2/PSMA5/E2F6/RBL2/PSMD11/PPP2R1B/PRIM1/PCNA/POLA1/CDK4/CCNE2/PSMC6/PSMA6/POLE2/RPS27A/ORC3/CDK2/CDK1/GMNN/CDC7/CCNA1/PSMD10/POLE/MCM8/ORC4/ORC5/DHFR/CCNB1/MCM7/MCM10/CDC25A/ORC1/MCM3/CDC45/RRM2",53
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","47/1870","110/10654",5.32304325357771e-10,1.88827955416388e-08,1.43618950941404e-08,"RPS6KA3/EHMT2/H2AZ2/RPS6KA1/H2AX/H3-3B/H2BC12/H3C8/H3C1/H2AZ1/H3C2/H3C10/CDC26/H2BC6/CDC27/H2BC11/RELA/H3C11/H2BC5/H3C7/CDK4/H2AC4/H2BC7/H3C12/FOS/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/RPS27A/ANAPC1/H4C13/CDK2/H2AC8/H4C4/H2AC6/H4C1/CCNA1/EHMT1/H3C6/ANAPC10/H2BC4/H2BC13",47
"R-HSA-68962","Activation of the pre-replicative complex","22/1870","33/10654",5.6283142166732e-10,1.913461417813e-08,1.45534235588776e-08,"CDT1/POLA2/MCM2/RPA1/MCM5/RPA2/PRIM1/POLA1/POLE2/ORC3/CDK2/GMNN/CDC7/POLE/MCM8/ORC4/ORC5/MCM7/MCM10/ORC1/MCM3/CDC45",22
"R-HSA-69242","S Phase","61/1870","161/10654",5.67792705582492e-10,1.913461417813e-08,1.45534235588776e-08,"SKP1/RBX1/PSMD5/CDT1/PSMA3/CDCA5/AKT1/PSMD7/POLA2/PSME3/MCM2/TFDP2/RPA1/CDC26/MCM5/PSMB1/PSMA2/PSME2/PSMC2/CDK7/RBBP4/RPA2/PSMA5/CDC27/RBL2/PSMD11/DNA2/PRIM1/PCNA/POLD1/ESCO1/POLA1/CDK4/CCNE2/RFC1/PSMC6/LIG1/SMC1A/PSMA6/RFC2/POLE2/RFC4/RPS27A/ANAPC1/ESCO2/ORC3/CDK2/CCNA1/PSMD10/POLE/RFC5/ANAPC10/MCM8/ORC4/ORC5/MCM7/CDC25A/ORC1/MCM3/CDC45/SMC3",61
"R-HSA-9018519","Estrogen-dependent gene expression","58/1870","150/10654",6.03539266149295e-10,1.98431934333963e-08,1.50923554616024e-08,"H2AZ2/CXCL12/H2AX/H3-3B/H2BC12/AGO2/H3C8/POLR2B/H3C1/H2AZ1/H3C2/H3C10/H2BC6/PTGES3/FOSB/POLR2K/H2BC11/H3C11/JUND/TBP/H2BC5/H3C7/TNRC6C/NRIP1/CTSD/H2AC4/H2BC7/H3C12/CCNT1/GTF2F2/POU2F1/GREB1/FOS/SMC1A/USF1/H2AC20/EP300/H4C9/POLR2D/H4C3/KPNA2/H4C5/H2BC17/ZNF217/H2AC14/H4C6/H4C2/H4C13/MYB/CHD1/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2BC13/SMC3",58
"R-HSA-3214815","HDACs deacetylate histones","42/1870","94/10654",8.34679520346507e-10,2.67892379387403e-08,2.03753847823934e-08,"MTA1/H2BC12/H3C8/ARID4A/H3C1/H3C2/H3C10/H2BC6/RBBP4/H2AC21/H2BC11/H3C11/GATAD2A/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC13/H2AC11/H2AC20/SAP18/H4C9/MTA3/H2AC16/H4C3/ARID4B/H4C5/H2BC17/H2AC14/H4C6/H4C2/HDAC2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2AC12/H2BC13",42
"R-HSA-69239","Synthesis of DNA","49/1870","119/10654",1.06737650532952e-09,3.34610123066092e-08,2.5449809453879e-08,"SKP1/RBX1/PSMD5/CDT1/PSMA3/PSMD7/POLA2/PSME3/MCM2/RPA1/CDC26/MCM5/PSMB1/PSMA2/PSME2/PSMC2/RPA2/PSMA5/CDC27/PSMD11/DNA2/PRIM1/PCNA/POLD1/POLA1/CCNE2/RFC1/PSMC6/LIG1/PSMA6/RFC2/POLE2/RFC4/RPS27A/ANAPC1/ORC3/CDK2/CCNA1/PSMD10/POLE/RFC5/ANAPC10/MCM8/ORC4/ORC5/MCM7/ORC1/MCM3/CDC45",49
"R-HSA-72163","mRNA Splicing - Major Pathway","66/1870","183/10654",1.26439313604114e-09,3.87364078950786e-08,2.94621749881357e-08,"CHERP/WBP11/SF3A1/DHX15/SRRT/CPSF2/POLR2B/SF3B6/SYF2/HNRNPU/LSM8/SNRPF/RNPS1/SNRPE/DHX9/HNRNPA0/SRSF11/POLR2K/SRSF7/LSM5/LSM4/PPIH/CPSF3/SNRNP40/HNRNPH1/U2AF1/GTF2F2/PCF11/SNRPD1/SRSF1/LSM3/SRSF2/SNRPG/PPIL4/TRA2B/SRRM1/CWC27/POLR2D/SF3B3/PAPOLA/SLU7/CWC15/PPWD1/WBP4/HNRNPD/PRPF38A/PRPF40A/AQR/CWC22/LSM6/SF3A3/SNRPB/PTBP1/SRSF10/ALYREF/CSTF3/CCAR1/NUDT21/DDX23/HNRNPL/U2SURP/MTREX/DDX46/HNRNPF/HNRNPM/UPF3B",66
"R-HSA-72172","mRNA Splicing","68/1870","191/10654",1.33761857287718e-09,3.99527332413976e-08,3.03872889091998e-08,"CHERP/WBP11/SF3A1/DHX15/SRRT/CPSF2/POLR2B/SF3B6/SYF2/HNRNPU/LSM8/SNRPF/RNPS1/SNRPE/DHX9/HNRNPA0/SRSF11/POLR2K/ZCRB1/SRSF7/LSM5/LSM4/PPIH/CPSF3/SNRNP40/HNRNPH1/U2AF1/GTF2F2/PCF11/SNRPD1/SRSF1/LSM3/SRSF2/SNRPG/PPIL4/TRA2B/SRRM1/CWC27/POLR2D/SF3B3/PAPOLA/SLU7/CWC15/SNRNP25/PPWD1/WBP4/HNRNPD/PRPF38A/PRPF40A/AQR/CWC22/LSM6/SF3A3/SNRPB/PTBP1/SRSF10/ALYREF/CSTF3/CCAR1/NUDT21/DDX23/HNRNPL/U2SURP/MTREX/DDX46/HNRNPF/HNRNPM/UPF3B",68
"R-HSA-453279","Mitotic G1-G1/S phases","57/1870","149/10654",1.36337220259962e-09,3.99527332413976e-08,3.03872889091998e-08,"SKP1/MYBL2/PSMD5/CDT1/PSMA3/AKT1/PSMD7/POLA2/PSME3/MCM2/TFDP2/RPA1/CCND2/MCM5/PSMB1/PSMA2/PSME2/PSMC2/CDK7/RBBP4/RPA2/PSMA5/E2F6/RBL2/PSMD11/PPP2R1B/PRIM1/PCNA/POLA1/CDK4/CCNE2/PSMC6/PSMA6/POLE2/TOP2A/E2F2/RPS27A/ORC3/CDK2/CDK1/GMNN/CDC7/CCNA1/PSMD10/POLE/MCM8/ORC4/ORC5/DHFR/CCNB1/MCM7/MCM10/CDC25A/ORC1/MCM3/CDC45/RRM2",57
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","37/1870","80/10654",2.60101343751312e-09,7.45992790163336e-08,5.67387925674754e-08,"HMGA1/H2AZ2/ATM/TP53/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/CABIN1/LMNB1/H2BC5/H1-2/CCNE2/H2AC4/H2BC7/H2AC20/MRE11/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/CDK2/H2AC8/H4C4/H2AC6/H4C1/CCNA1/H1-1/H1-5/H2BC4/H2BC13/H1-3",37
"R-HSA-8953897","Cellular responses to external stimuli","138/1870","493/10654",2.76190545974332e-09,7.75635116611249e-08,5.89933315304824e-08,"RPS6KA3/EHMT2/HSBP1/HMGA1/H2AZ2/LAMTOR5/HSPA5/SOD1/ATP6V1E1/TXNRD1/AR/CBX2/ATM/RBX1/PSMD5/NUP37/HIF3A/PSMA3/TP53/RPS6KA1/H2AX/DCTN5/H3-3B/H2BC12/TUBB4A/HIGD1A/PSMD7/PHC1/H3C8/CCAR2/MT2A/PSME3/NDC1/TFDP2/RPA1/H3C1/H2AZ1/H3C2/H3C10/CDC26/H2BC6/PSMB1/HIKESHI/PSMA2/PTGES3/PSME2/PSMC2/CAT/RBBP4/RPA2/PSMA5/GSTP1/CDC27/ATR/MT1H/TXN/H2BC11/CABIN1/RELA/NUP155/ATP6V1D/LMNB1/PSMD11/PRDX3/H3C11/NUP42/HSPA13/MIOS/TUBB2A/NUP54/ID1/DNAJA1/H2BC5/H3C7/TNRC6C/H1-2/CDK4/HSPA4/CCNE2/H2AC4/SIRT1/H2BC7/H3C12/ATP6V1A/TNIK/PSMC6/NUP35/FOS/MT1X/PSMA6/SLC38A9/NUP153/NUP210/H2AC20/MRE11/EP300/H4C9/HSPH1/EEF1A1/NUP43/H4C3/NUP107/NUP160/H4C5/EGLN3/RANBP2/DNAJB6/H2BC17/HSPA9/E2F2/H2AC14/NUP133/H4C6/H4C2/RPS27A/C12orf66/ANAPC1/H4C13/MT1G/CDK2/TUBB2B/NUP205/H2AC8/H4C4/H2AC6/H4C1/CCNA1/EHMT1/PSMD10/ELOC/H3C6/MDM4/ANAPC10/H1-1/H1-5/H2BC4/H2BC13/H1-3",138
"R-HSA-2559583","Cellular Senescence","68/1870","195/10654",3.61692965985354e-09,9.9502473091481e-08,7.5679688264175e-08,"RPS6KA3/EHMT2/HMGA1/H2AZ2/CBX2/ATM/TP53/RPS6KA1/H2AX/H3-3B/H2BC12/PHC1/H3C8/TFDP2/H3C1/H2AZ1/H3C2/H3C10/CDC26/H2BC6/RBBP4/CDC27/TXN/H2BC11/CABIN1/RELA/LMNB1/H3C11/ID1/H2BC5/H3C7/TNRC6C/H1-2/CDK4/CCNE2/H2AC4/H2BC7/H3C12/TNIK/FOS/H2AC20/MRE11/H4C9/H4C3/H4C5/H2BC17/E2F2/H2AC14/H4C6/H4C2/RPS27A/ANAPC1/H4C13/CDK2/H2AC8/H4C4/H2AC6/H4C1/CCNA1/EHMT1/H3C6/MDM4/ANAPC10/H1-1/H1-5/H2BC4/H2BC13/H1-3",68
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","40/1870","91/10654",3.78201002370057e-09,1.01962990238967e-07,7.7551110801776e-08,"H2AZ2/KMT2D/H2AX/H3-3B/H2BC12/H3C8/H3C1/H2AZ1/H3C2/H3C10/TCF7L1/H2BC6/AXIN2/H2BC11/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/CDC73/H4C2/H4C13/H2AC8/BCL9/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2BC13/SMARCA4",40
"R-HSA-2262752","Cellular responses to stress","134/1870","479/10654",4.94808735656071e-09,1.3078474032635e-07,9.94723856613031e-08,"RPS6KA3/EHMT2/HSBP1/HMGA1/H2AZ2/LAMTOR5/HSPA5/SOD1/ATP6V1E1/TXNRD1/AR/CBX2/ATM/RBX1/PSMD5/NUP37/HIF3A/PSMA3/TP53/RPS6KA1/H2AX/DCTN5/H3-3B/H2BC12/TUBB4A/HIGD1A/PSMD7/PHC1/H3C8/CCAR2/PSME3/NDC1/TFDP2/RPA1/H3C1/H2AZ1/H3C2/H3C10/CDC26/H2BC6/PSMB1/HIKESHI/PSMA2/PTGES3/PSME2/PSMC2/CAT/RBBP4/RPA2/PSMA5/GSTP1/CDC27/ATR/TXN/H2BC11/CABIN1/RELA/NUP155/ATP6V1D/LMNB1/PSMD11/PRDX3/H3C11/NUP42/HSPA13/MIOS/TUBB2A/NUP54/ID1/DNAJA1/H2BC5/H3C7/TNRC6C/H1-2/CDK4/HSPA4/CCNE2/H2AC4/SIRT1/H2BC7/H3C12/ATP6V1A/TNIK/PSMC6/NUP35/FOS/PSMA6/SLC38A9/NUP153/NUP210/H2AC20/MRE11/EP300/H4C9/HSPH1/EEF1A1/NUP43/H4C3/NUP107/NUP160/H4C5/EGLN3/RANBP2/DNAJB6/H2BC17/HSPA9/E2F2/H2AC14/NUP133/H4C6/H4C2/RPS27A/C12orf66/ANAPC1/H4C13/CDK2/TUBB2B/NUP205/H2AC8/H4C4/H2AC6/H4C1/CCNA1/EHMT1/PSMD10/ELOC/H3C6/MDM4/ANAPC10/H1-1/H1-5/H2BC4/H2BC13/H1-3",134
"R-HSA-73884","Base Excision Repair","40/1870","92/10654",5.56949040471543e-09,1.44378328183777e-07,1.09811410003903e-07,"H2AZ2/MUTYH/H2AX/H2BC12/RPA1/H2AZ1/H2BC6/RPA2/H2BC11/PCNA/POLD1/H2BC5/APEX1/H2AC4/H2BC7/RFC1/LIG1/H2AC20/H4C9/H4C3/RFC2/POLE2/H4C5/H2BC17/H2AC14/H4C6/H4C2/RFC4/H4C13/H2AC8/POLB/H4C4/H2AC6/H4C1/POLE/RFC5/H2BC4/PARP2/H2BC13/XRCC1",40
"R-HSA-1912408","Pre-NOTCH Transcription and Translation","40/1870","93/10654",8.13468788947929e-09,2.06897344811662e-07,1.57362184793502e-07,"H2AZ2/TP53/H2AX/H3-3B/H2BC12/AGO2/H3C8/TFDP2/H3C1/H2AZ1/H3C2/H3C10/H2BC6/H2BC11/H3C11/H2BC5/H3C7/TNRC6C/H2AC4/H2BC7/H3C12/PRKCI/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/NOTCH1/H4C13/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2BC13",40
"R-HSA-8939211","ESR-mediated signaling","74/1870","223/10654",8.87237598794527e-09,2.2148079318056e-07,1.6845407821167e-07,"H2AZ2/CXCL12/GNB4/H2AX/PIK3CA/H3-3B/AKT1/H2BC12/PRKCZ/AGO2/CALM2/H3C8/GNG5/IGF1R/POLR2B/GNB2/H3C1/H2AZ1/H3C2/H3C10/H2BC6/PTGES3/FOSB/POLR2K/H2BC11/H3C11/GNG4/JUND/TBP/H2BC5/H3C7/TNRC6C/KRAS/NRIP1/CTSD/H2AC4/H2BC7/H3C12/CCNT1/GTF2F2/POU2F1/XPO1/GREB1/PPID/FOS/SMC1A/PIK3R3/USF1/H2AC20/EP300/H4C9/POLR2D/H4C3/KPNA2/H4C5/PIK3R1/H2BC17/ZNF217/H2AC14/H4C6/H4C2/H4C13/STRN/MYB/CHD1/H2AC8/H4C4/H2AC6/H4C1/GNG12/H3C6/H2BC4/H2BC13/SMC3",74
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","39/1870","90/10654",9.67454502086368e-09,2.37114303420441e-07,1.80344628714282e-07,"H2AZ2/H2AX/H3-3B/H2BC12/H3C8/TFDP2/H3C1/H2AZ1/H3C2/H3C10/H2BC6/H2BC11/H3C11/H2BC5/H3C7/CDK4/H2AC4/H2BC7/H3C12/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/CDK2/MYB/H2AC8/H4C4/H2AC6/H4C1/H3C6/RARA/H2BC4/H2BC13",39
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","50/1870","130/10654",1.12885353038657e-08,2.71731171243052e-07,2.06673559886563e-07,"H2AZ2/PSMD5/PSMA3/H2AX/H3-3B/H2BC12/PSMD7/H3C8/PSME3/H3C1/H2AZ1/H3C2/H3C10/H2BC6/PSMB1/PSMA2/PSME2/PSMC2/CDK7/PSMA5/H2BC11/PSMD11/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/PSMC6/PSMA6/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/RPS27A/H4C13/MYB/H2AC8/ITCH/H4C4/H2AC6/H4C1/PSMD10/H3C6/H2BC4/H2BC13",50
"R-HSA-68877","Mitotic Prometaphase","68/1870","200/10654",1.1798251941358e-08,2.79018309069309e-07,2.1221601829885e-07,"NUP37/CDCA5/CEP72/TUBB4A/PPP1CC/NEK2/PLK1/AURKB/INCENP/CEP57/PPP2R1B/ALMS1/AKAP9/CENPI/TUBB2A/TUBB/HAUS1/PCM1/CENPJ/XPO1/NCAPG/SMC1A/TUBGCP4/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/CCNB2/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/HAUS4/NUP133/TUBG1/KNTC1/CEP135/CDC20/KNL1/CKAP5/KIF18A/CSNK1D/TUBB2B/CENPN/CDK1/NSL1/CEP290/CEP152/ITGB3BP/NDC80/ERCC6L/SGO1/SMC4/CCNB1/CENPF/NCAPH/CENPQ/PRKAR2B/SMC2/NUF2/FGFR1OP/SMC3/BUB1",68
"R-HSA-176187","Activation of ATR in response to replication stress","22/1870","37/10654",1.32014227374787e-08,3.06819273277953e-07,2.33360902836737e-07,"MCM2/RPA1/MCM5/RPA2/ATR/CHEK1/RFC2/RFC4/ORC3/CDK2/CDC7/RFC5/CLSPN/MCM8/ORC4/ORC5/MCM7/MCM10/CDC25A/ORC1/MCM3/CDC45",22
"R-HSA-195721","Signaling by WNT","99/1870","331/10654",1.47694787702378e-08,3.37445040377636e-07,2.56654278719208e-07,"ARRB2/SKP1/H2AZ2/PPP3CA/FZD7/USP34/SOX13/GNB4/KMT2D/RBX1/PSMD5/PSMA3/VPS26A/H2AX/H3-3B/AKT1/H2BC12/CTBP2/PSMD7/AGO2/CALM2/WNT5A/H3C8/GNG5/FZD6/GNB2/PSME3/TLE5/YWHAZ/XIAP/H3C1/H2AZ1/H3C2/H3C10/TCF7L1/H2BC6/PSMB1/AXIN2/PSMA2/PSME2/PSMC2/PSMA5/CCDC88C/H2BC11/PSMD11/PPP2R1B/PLCB2/TNKS/H3C11/GNG4/PLCB3/VANGL2/H2BC5/AP2A1/H3C7/TNRC6C/KRAS/VPS35/H2AC4/H2BC7/H3C12/RNF146/PSMC6/XPO1/PSMA6/H2AC20/ZNRF3/EP300/H4C9/H4C3/H4C5/GNAO1/H2BC17/PIP5K1B/H2AC14/H4C6/ROR1/CDC73/H4C2/RPS27A/H4C13/RAC3/SFRP2/H2AC8/SFRP1/BCL9/H4C4/H2AC6/H4C1/SRY/PSMD10/GNG12/H3C6/H2BC4/FZD3/AMER1/H2BC13/RAC1/SMARCA4",99
"R-HSA-69002","DNA Replication Pre-Initiation","37/1870","85/10654",1.9931690547224e-08,4.47798647627634e-07,3.4058713321046e-07,"PSMD5/CDT1/PSMA3/PSMD7/POLA2/PSME3/MCM2/RPA1/MCM5/PSMB1/PSMA2/PSME2/PSMC2/RPA2/PSMA5/PSMD11/PRIM1/POLA1/PSMC6/PSMA6/POLE2/E2F2/RPS27A/ORC3/CDK2/GMNN/CDC7/PSMD10/POLE/MCM8/ORC4/ORC5/MCM7/MCM10/ORC1/MCM3/CDC45",37
"R-HSA-1474165","Reproduction","53/1870","144/10654",2.42416311028769e-08,5.35700306994723e-07,4.07443463230408e-07,"H2AZ2/MLH3/ATM/H2AX/H3-3B/H2BC12/H3C8/BLM/RPA1/H3C1/H2AZ1/H3C2/H3C10/H2BC6/TOP3A/RPA2/ATR/H2BC11/LMNB1/H3C11/REC8/BRCA2/H2BC5/H3C7/CDK4/H2AC4/H2BC7/H3C12/SMC1A/H2AC20/MRE11/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/SYNE2/H4C13/RBBP8/DIDO1/CDK2/H2AC8/H4C4/H2AC6/H4C1/H3C6/MND1/H2BC4/H2BC13/PSMC3IP/SMC3",53
"R-HSA-195258","RHO GTPase Effectors","97/1870","327/10654",3.25711771995331e-08,7.08160433305977e-07,5.38613354708747e-07,"H2AZ2/NCK1/CYFIP2/BRK1/AR/NUP37/RTKN/H2AX/H3-3B/H2BC12/TUBB4A/PRKCZ/CALM2/WIPF3/H3C8/ITGB1/YWHAZ/PPP1CC/H3C1/H2AZ1/H3C2/H3C10/MYL12B/H2BC6/PLK1/AURKB/H2BC11/WASF2/INCENP/PPP2R1B/IQGAP2/H3C11/CENPI/TUBB2A/H2BC5/H3C7/PAK3/H2AC4/H2BC7/H3C12/XPO1/CFTR/SCAI/FLNA/ZW10/ZWILCH/MAD2L1/BUB3/H2AC20/RANGAP1/CENPK/H4C9/NUP43/H4C3/ROCK1/KIF14/NUP107/NUP160/H4C5/RANBP2/H2BC17/KDM4C/ZWINT/MIS12/CENPL/H2AC14/NUP133/H4C6/H4C2/KNTC1/H4C13/CDC20/KNL1/CKAP5/KIF18A/KTN1/TUBB2B/CENPN/H2AC8/NSL1/GOPC/H4C4/H2AC6/H4C1/ITGB3BP/H3C6/NDC80/ERCC6L/H2BC4/SGO1/H2BC13/CENPF/CENPQ/RAC1/NUF2/PIK3R4/BUB1",97
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","62/1870","182/10654",4.78239158071695e-08,1.02327997631848e-06,7.78287284815089e-07,"MTA1/PIAS4/AR/CBX2/DNMT3B/THRB/NUP37/TP53/MDC1/PHC1/BLM/RNF168/NSMCE2/NDC1/RPA1/TRIM28/AURKB/RELA/NUP155/INCENP/PCNA/ZNF350/NUP42/NUP54/UHRF2/NRIP1/TOP1/SUMO1/TOPORS/NUP35/SMC1A/NR2C1/NUP153/NUP210/TOP2B/RANGAP1/EP300/H4C9/NUP43/H4C3/NUP107/NPM1/NUP160/H4C5/NOP58/RANBP2/TOP2A/WRN/NUP133/H4C6/PIAS2/PIAS3/H4C2/HDAC2/H4C13/CASP8AP2/NUP205/SAFB/H4C4/H4C1/RARA/SMC3",62
"R-HSA-4615885","SUMOylation of DNA replication proteins","24/1870","45/10654",5.35841780669632e-08,1.12861675053541e-06,8.58404431533259e-07,"PIAS4/NUP37/NDC1/AURKB/NUP155/INCENP/PCNA/NUP42/NUP54/TOP1/SUMO1/NUP35/NUP153/NUP210/TOP2B/RANGAP1/NUP43/NUP107/NUP160/RANBP2/TOP2A/NUP133/PIAS3/NUP205",24
"R-HSA-162906","HIV Infection","74/1870","233/10654",7.03882855513245e-08,1.45974475266439e-06,1.11025409112534e-06,"B2M/SKP1/HMGA1/ELMO1/GTF2H3/RBX1/PSMD5/SSRP1/NUP37/PSMA3/TAF11/TAF2/TAF12/PSMD7/GTF2B/POLR2B/TAF5/PSME3/TAF13/NDC1/CHMP5/PSMB1/PSMA2/PSME2/PSMC2/CDK7/PSMA5/POLR2K/CHMP4C/NUP155/PSMD11/PDCD6IP/NUP42/NUP54/TBP/AP2A1/TCEA1/CHMP2B/CCNT1/GTF2F2/PSMC6/XPO1/LIG1/NUP35/PSMA6/NUP153/NUP210/RNMT/RANGAP1/TAF9B/NEDD4L/NUP43/POLR2D/RNGTT/NUP107/NPM1/NUP160/LIG4/RANBP2/NUP133/SLC25A4/RPS27A/RAN/XRCC5/NUP205/PSIP1/SLC25A5/CCNT2/PSMD10/ELOC/GTF2E1/SUPT16H/RAC1/CXCR4",74
"R-HSA-2990846","SUMOylation","63/1870","188/10654",7.47640846805818e-08,1.52699979014279e-06,1.16140699328368e-06,"MTA1/PIAS4/AR/CBX2/DNMT3B/THRB/NUP37/TP53/MDC1/PHC1/BLM/RNF168/NSMCE2/NDC1/RPA1/TRIM28/AURKB/RELA/NUP155/INCENP/PCNA/ZNF350/NUP42/NUP54/UHRF2/SENP2/NRIP1/TOP1/SUMO1/TOPORS/NUP35/SMC1A/NR2C1/NUP153/NUP210/TOP2B/RANGAP1/EP300/H4C9/NUP43/H4C3/NUP107/NPM1/NUP160/H4C5/NOP58/RANBP2/TOP2A/WRN/NUP133/H4C6/PIAS2/PIAS3/H4C2/HDAC2/H4C13/CASP8AP2/NUP205/SAFB/H4C4/H4C1/RARA/SMC3",63
"R-HSA-69190","DNA strand elongation","19/1870","32/10654",1.35745091901567e-07,2.73111020721362e-06,2.07723047151809e-06,"POLA2/MCM2/RPA1/MCM5/RPA2/DNA2/PRIM1/PCNA/POLD1/POLA1/RFC1/LIG1/RFC2/RFC4/RFC5/MCM8/MCM7/MCM3/CDC45",19
"R-HSA-1912422","Pre-NOTCH Expression and Processing","42/1870","109/10654",1.56186276356989e-07,3.0512913120177e-06,2.32075412924039e-06,"H2AZ2/SEL1L/TP53/H2AX/H3-3B/H2BC12/AGO2/H3C8/TFDP2/H3C1/H2AZ1/H3C2/H3C10/H2BC6/H2BC11/H3C11/H2BC5/H3C7/TNRC6C/H2AC4/H2BC7/H3C12/PRKCI/ST3GAL6/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/NOTCH1/H4C13/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2BC13",42
"R-HSA-977225","Amyloid fiber formation","42/1870","109/10654",1.56186276356989e-07,3.0512913120177e-06,2.32075412924039e-06,"B2M/TSPAN33/GGA3/H2AX/H3-3B/H2BC12/H3C8/H3C1/H2AZ1/H3C2/H3C10/CALB1/H2BC6/H2BC11/H3C11/TSPAN14/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC20/H4C9/H4C3/SEMG1/H4C5/H2BC17/H2AC14/USP9X/H4C6/H4C2/RPS27A/H4C13/SNCA/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/TSPAN15/H2BC13",42
"R-HSA-201681","TCF dependent signaling in response to WNT","73/1870","233/10654",1.58687843080229e-07,3.05587446388783e-06,2.32423998737057e-06,"H2AZ2/USP34/SOX13/KMT2D/RBX1/PSMD5/PSMA3/H2AX/H3-3B/AKT1/H2BC12/PSMD7/WNT5A/H3C8/FZD6/PSME3/YWHAZ/XIAP/H3C1/H2AZ1/H3C2/H3C10/TCF7L1/H2BC6/PSMB1/AXIN2/PSMA2/PSME2/PSMC2/PSMA5/CCDC88C/H2BC11/PSMD11/PPP2R1B/TNKS/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/RNF146/PSMC6/XPO1/PSMA6/H2AC20/ZNRF3/EP300/H4C9/H4C3/H4C5/H2BC17/PIP5K1B/H2AC14/H4C6/CDC73/H4C2/RPS27A/H4C13/SFRP2/H2AC8/SFRP1/BCL9/H4C4/H2AC6/H4C1/SRY/PSMD10/H3C6/H2BC4/AMER1/H2BC13/SMARCA4",73
"R-HSA-5625740","RHO GTPases activate PKNs","38/1870","95/10654",1.94724691289916e-07,3.69702653322262e-06,2.81188805509826e-06,"H2AZ2/AR/H2AX/H3-3B/H2BC12/H3C8/YWHAZ/H3C1/H2AZ1/H3C2/H3C10/MYL12B/H2BC6/H2BC11/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC20/H4C9/H4C3/H4C5/H2BC17/KDM4C/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H3C6/H2BC4/H2BC13/RAC1",38
"R-HSA-2559580","Oxidative Stress Induced Senescence","46/1870","125/10654",2.02495343007772e-07,3.74207285992637e-06,2.84614943430289e-06,"H2AZ2/CBX2/TP53/H2AX/H3-3B/H2BC12/PHC1/H3C8/TFDP2/H3C1/H2AZ1/H3C2/H3C10/H2BC6/RBBP4/TXN/H2BC11/H3C11/H2BC5/H3C7/TNRC6C/CDK4/H2AC4/H2BC7/H3C12/TNIK/FOS/H2AC20/H4C9/H4C3/H4C5/H2BC17/E2F2/H2AC14/H4C6/H4C2/RPS27A/H4C13/H2AC8/H4C4/H2AC6/H4C1/H3C6/MDM4/H2BC4/H2BC13",46
